mot
ariary
arina
arintany
arisiva
arivonimamo
arivony
arkeôlôga
arkeôlôgy
arkeôlôjia
aroson
ary
asa
asa-tanana
asan
astrôlôjia
aty
atahorana
atao
ataon
ataony
aterineto
atitany
atlantika
atoa
atrehina
atsimo
atsimo-andrefana
atsimo-atsinana
atsimo-atsinanan
atsimo-atsinanana
atsimon
atsinanan
atsinanana
aty
avara-pianarana
avaratr
avaratra
avaratra-andrefan
avaratra-andrefana
avaratra-atsinanana
averina
avi
avo
avoakany
avokoa
avon
avrily
avy
aza
azafady
azia
aziatika
azo
azon
azontsika
azony
azy
babaiky
babakoto
babilôna
babo
bahaisma
bahay
baiboly
bankirompitra
banky
banque
banto
baoejy
baoksita
bara
bareina
baritô
basesa
basilava
basy
batrelaky
be
bealanana
befandriana-avaratra
beko
bemarivo
ben
benino
beparasy
bereketa
beroroha
betioky-atsimo
betroka
betsaka
betsiboka
betsileo
betsimisaraka
bevava
bezaha
bezanozano
bibikely
bibilava
biby
bilatera
bisao
boeny
boina
boky
bongolava
book
boraha
boriziny
borkina
borondy
brezila
britaina
britanika
bôrneô
bôtsoana
cameron
carcharhinus
carcharias
cerro
chamaeleonidae
charte
cheirogaleus
cia
comité
common
congrès
conscription
crocodylus
csddm
daholo
daholobe
daiaka
daty
daubentonia
david
de
delonix
democratique
demokrasia
demôkratika
demôkratikan
desambra
dia
diana
diariny
dias
didier
didy
diego
diego-suarez
dihy
dika
dimy
dina
dinika
disadisa
distrika
distrikan
dongolavany
drury
du
démocratie
démocratique
développement
dôlara
economique
efa
efa-bolana
efa-toko
efatra
efitra
ejeda
ejipta
ekena
ekoatôrialy
ekôlôjika
ela
eladrano
elamboronala
elanelan
emirata
en
endrika
endriky
endrina
endriny
enimpolo
enina
enti-manavotra
entin
entina
eny
eo
eoropeanina
eorôpa
eorôpeana
eraky
eran
eran-tanin
eran-tany
eritrea
esoatiny
et
etazonia
etiôpia
eto
euro
ex
express
ezaka
fa
fact
factbook
faha
faha-
fahaefatra
fahafahana
fahafito
fahaizana
fahalalahan
fahaleovan-tena
fahaleovan-tenan
fahaleovantena
fahaleovantenan
fahalotoan
fahamendrehana
fahampian-tsakafo
fahantrana
faharatsian
faharavan
faharipahan
faharoa
fahasalama
fahasalamana
fahasimban
fahasimbana
fahatakarana
fahatanjahany
fahataràna
fahatelo
fahatelon
fahatongavan
fahatsiarovana
fahavaratra
fahazazana
fahefan
fahefana
fahefatra
fahefàna
fahiny
fahita
fahitana
faitra
fakan
famadihana
famaizana
fambolen-kazo
fambolena
famerenana
fametahana
famindram-pahefana
famokarana
famonoana
famorana
famoriam-bahoaka
famosaviana
fampahalalàna
fampandrian-tany
fampandrosoana
fampianarana
fampiasa
fampiasam-bola
fampiasana
fampidirana
fampiharana
fampinomana
fampiofanana
fampitadidiana
fampitovian-jo
fampivoarana
fanabeazana
fanadiovana
fanafarana
fanafihan
fanagadrana
fanajana
fanaka
fanalalahana
fanamafisana
fanamarihana
fanambadiana
fanambarana
fanamboaram-pasana
fanamboarana
fanampiana
fanana
fananahana
fananam-pirenena
fananana
fanandramam-panonganana
fanandroana
fananganana
fanao
fanaony
fanaovana
fanapahan-kevitra
fanarahana
fanarenana
fanatanterahana
fanatsarana
fanavakavahana
fanavaozana
fandaharan
fandalinana
fandaminana
fandinihana
fandoroana
fandraharahana
fandraketana
fandrehitra
fandreseny
fandriam-bato
fandringanana
fandripahana
fandrosoan
fanerena
faneva
fanilo
fanisana
fanjairana
fanjakan
fanjakana
fanjanahan-tany
fanjanahantany
fanjavonan
fanjifana
fanjonoana
fankatoavana
fanoherana
fanondranana
fanonganam-panjakana
fanonganana
fanoratana
fanorenana
fanovana
fantatra
faobe
farafangana
faramparan
faran
farany
fararanon
farihin
farihy
faritan
faritanin
faritany
faritra
faritry
fary
fasciatum
fasika
fasô
faty
fe-potoam-piasany
fe-potoana
fedrà
fenerivo
fenitry
feno
feo
fepetra
fepetran
fety
ffkm
fiahian
fiaina
fiainana
fiainany
fiakaran
fianakaviam-borona
fianakavian
fianakaviana
fianarana
fianarantsoa
fiandohan
fiandrianana
fiangonan
fiangonana
fianjadiana
fianjadiany
fiantombohan
fiantraikany
fiantsoana
fiantson
fiantsonan
fiara
fiaraha-miasa
fiaraha-monina
fiarahamonina
fiarakodia
fiarovana
fiasa
fiasana
fiavian
fiaviana
fidiram-bola
fidiram-bolan
fidiran
fidirana
fieken-ko
fielezan
fifamatorana
fifanampiana
fifanandrinan
fifanarahana
fifandanjan
fifandonana
fifandraisan
fifandraisana
fifanekena
fifaneraserana
fifankatiavana
fifanojoan
fifidianana
fifindran
fifintinan
fihaonambe
fihavanan
fihavanana
fihazana
fihenan
fiheverana
fihodinana
fikambanana
fikao-tany
fikaohan
fikaoka
fikarohana
fikomiana
filaminana
filaza
filazan
filipina
filoha
filoham-pirenena
filohan
filozofia
filàna
filôzôfian
finoana
finoany
fiofanana
fiombonan
fiompiana
fiompy
fiorenana
fiovam-pinoan
fiovan
fiovana
fiparitahan
fipetrahan
firaohana
firazanana
firenen
firenena
firodanana
firohizana
fironan
firy
fisainana
fisatroka
fisehon
fisian
fisotroana
fitafiana
fitantanana
fitantanany
fitantarana
fitaovam-piadiana
fitaovana
fitarihan
fitaterana
fitavozavozan
fitenenany
fitenim-paritr
fitenim-paritra
fitenin
fiteniny
fiteny
fitiavan
fitiavana
fito
fitoeran
fitohizan
fitokanana
fitombenana
fitomboan
fitombohana
fitombon
fitondram-panjaka
fitondran
fitondrana
fitondrany
fitotongan
fitovian
fitoviana
fitovinany
fitrandrahana
fitsapan-kevi-bahoaka
fitsaram-piarahamonina
fitsarana
fivakisana
fivarotan-tenan
fivarotana
fivavahan-drazana
fivavahana
fiveloman
fiverenan
fivoaran
fivoarana
fivoi
fizakan-tena
fizakàna
fizaran-taona
fizaràm-pahefana
fizika
fmi
foana
fohy
foibe
foiben
foko
folo
folovohitra
fomba
fomban-drazana
fonds
fonenan
fonenany
fort-dauphin
fosa
foto-tsakafon
fotoan
fotoan-pikorontanana
fotoana
fotoanan
fotodrafitrasa
fototeny
fototra
fototry
fotsiny
franc
franche
franco-malagasy
francs
frantsa
frantsain
frantsay
frantsay-malagasy
française
fteny
gabriel
gabôna
gallieni
gambia
ganà
gasy
gazety
gekkota
gidro
gilles
ginea
goavana
gondwana
governemanta
governemantan
governemata
governora
grafita
griffirths
grika
groenlanda
ha
haabon-toerana
haavo
habetsahan
hadihadìn
hafa
hafaran
hafarana
hafatra
hahatakatra
hahatratrarana
haianarantany
haihay
hain
hain-tany
haingana
haino
hainteny
haitsikerafiteny
hajaina
hala-bato
halalinin
halatra
halavan
hamaha
hamandoan
hamandoana
hamela
hametraka
haminavinana
hampahamatihanina
hampitana
hampitsahatra
hampivelatra
hanafoanana
hanamafisana
hanambady
hanana
hananganana
hanatrarana
hanavao
handalinana
handao
handeha
handikana
handimby
hanerena
hangataka
hanin
hankahery
hanohana
hanomezana
hanoratra
hany
haondrana
harena
harin-karena
hasina
hatao
hatramin
hatrany
hatry
hatsaka
hatsikana
havana
havitsian
havitsin
havoana
havoanan
hazavaina
hazo
hazon-damosina
hebdo
heloka
hena
herin
herinaratra
herisetra
herizo
hery
hetsi-panoherana
hetsi-pioirana
heverin
heverina
hevitr
hevitra
hevitry
hiafaran
hiasa
hidiran
hidirana
hifanandrify
hifehy
hindoa
hindoisma
hiragasy
histôriôgrafia
hita
hitombo
hitovitovy
hitovy
hitrandraka
hitranga
hivoaka
hivoka
hivory
ho
hoditra
hoe
honko
hova
hova-frantsay
hozongozonina
humain
hvm
iafaran
iainana
ianarana
ibetsileo
idh
ifampitsarana
ifanadiana
ifanaovan
ifemzeivezen
ihany
iharan
iheverana
ihorombe
ihosy
ii
iii
ikongo
ikopa
ila-bolan-tany
ilaina
ilay
imerina
india
indiana
indianina
indice
indostria
indostrian
indraindra
indraindray
indray
indreto
indri
indrindra
indroa
indépendance
indépendence
indônezia
indôneziana
iniorina
inoana
inona
international
intsony
io
iombonana
ionaivo
iraika
iraimbilanja
iraisam-pirenena
iraisampirenena
iraisan
iraisana
iraisany
iray
ireny
ireo
irery
iresahana
ireto
iretsy
isa
isaky
isam-bolana
isam-paritra
isam-pirenena
isan
isan-jato
isan-karazany
isan-kerinandro
isan-taona
isanjato
isankarazany
isika
itasy
itomampy
itrandrahana
ity
iva
ivalozana
ivato
ivavahana
ivelan
ivelany
ivohibe
ivon
ivon-toeran
iza
izany
izao
izay
izy
jacques
james
janoary
javaney
jean
jehovah
jeneralin
jeneraly
jenetika
jenetisianina
jereo
jesoa
jeôgrafia
jeôgrafian
jeôgrafin
jiolahin-tsambo
jiosy
jirofo
jodaisma
jona
jones
jono
joseph
joseph-françois
ka
kabary
kafe
kamerona
kandidà
kanefa
kaoitry
kaominina
kapiteny
kapvera
karazam-barika
karazam-biby
karazan-dihy
karazan-javamaniry
karazana
karazany
karoka
karàna
katsaka
katsatsaka
katôlika
kelikely
kely
kenia
kilalaky
kisoa
kitapom-bola
kitay
km
koa
kokoa
kolikoly
kolonely
kolontsain
kolontsaina
kongresin
korontana
kosa
kristiana
kristianisma
kristy
krizy
krômita
kw
kôbalta
kôlejin
kômôriana
kômôro
kôngô
kôntinenta
kôtidivoara
la
labiera
laborde
lafin
lafiny
lafo
lahateny
lahatsoratra
lahy
laitra
lakana
lakandranon
lalam-panorenana
lalamby
lalampanorenena
lalan-kizorana
lalana
lalina
lalàm-panorenan
lalàm-panorenana
lalàmpanorenana
lalàna
lamba
lambert
lanin
lanitry
lanja
lanjan
lanjany
lany
lapa
lapa-mpanjaka
lapan
lasa
latina
latsabato
latsaka
latsaky
lava
lavaka
lavalava
lavanila
lavany
lavibola
lavitrisa
laza
lazain
lazaina
lazan
le
leader
lefitra
lefona
lehibe
lehibebe
lehiben
lehilahy
lemaka
lembalemba
lemuridae
lezôtô
leôna
liberalisme
liberia
libertalia
libia
lisitra
loatra
loha
lohahevitra
loharano
loharanom-baovao
loharanom-pahalalana
loharanon
loharanon-karena
loholona
london
louis
lovantsofina
low
loza
luis
ma
machine
madagascar
madagascariensis
madagasikara
madagasikatra
madinika
mafana
mafy
maha
maha-fandalinana
maha-malagasy
maha-siansa
mahadomelona
mahafaly
mahafantatra
mahajamba
mahajanga
mahalalina
mahanoro
mahantra
maharitra
mahatonga
mahatratra
mahatsiravina
mahavavy
mahavokatra
mahay
mahazatra
mahazo
maherin
mahery
maimaina
maina
mainka
maintsy
mainty
maitso
major
majunga
makamba
makany
makoa
maky
malagasy
malaiô-pôlinezianina
malakasy
malalaka
malaoy
malay
malesa
maley-indônezianina
malgache
mamaky
mamely
mameno
mamoaka
mamorona
mampahantra
mampanahy
mamparefo
mampiasa
mampiavaka
mampifandray
mampihatra
mampikony
mampisy
mampitaraina
mampivoatra
manaiky
manakarano
manam-pahaizana
manam-piafarana
manam-piaviana
manamarika
manampatra
manampatrana
manan-kasina
manan-tanindrazana
manan-tantara
manana
mananara
manangona
mananivo
mananjary
manantitra
manantitrantitra
manao
manaraka
manasaraka
manazava
mandady
mandala
mandalina
mandalo
mandany
mandavantaona
mandeha
mandika
mando
mandoko
mandraka
mandrakotra
mandrare
mandray
mandritry
mandritsara
maneran-tany
manerana
mangache
mangaches
mangahazo
mangaliba
mangarahara
mangatsiaka
mangatsiatsiaka
mangoro
mania
maningory
maniry
manjaka
manjakandriana
manjarano
mankany
manodidina
manodina
manohana
manohitra
manohy
manomboka
manondro
manonona
manontolo
manorana
manoratra
manorona
maoderina
maorisy
maoritania
mapar
marc
mari-bidy
mari-pamantarana
mari-piatrehan
mari-pivoarana
mariky
marin-toerana
marina
maritrano
maro
maroantsetra
maromaro
marsa
martsa
marôka
masianaka
masikoro
maskarena
masombika
matanjaka
matavirambo
matetika
matetioka
matimaty
matsiatra
maty
mavesatra
mayotte
mazava
mba
mbola
mdrm
medius
melaky
mena
menabe
menarandra
mendri-kaja
merin
merina
mety
mey
mfm
miady
miafina
miaina
miainga
miakatra
miampita
miampy
mianatra
miankina
miantso
miaraka
miaramila
miarinarivo
miaro
miasa
miatrika
miavaka
microcebus
midadasika
midika
miditra
midongy
miendrika
miezaka
mifanakaiky
mifanampy
mifanandrify
mifanaraka
mifandanja
mifandray
mifanohitra
mifanolo-bodirindrina
miguel
miha-simba
mihakely
mihamaro
mihamivelatra
mihevitra
mihisaka
mihitsy
mihoatra
miisa
miisaeo
mijanona
mikasika
mikisaka
mikoriana
mikorontana
milaza
milii
milina-fitaovam-piasana
minisitry
ministeran
minnisitry
miorina
miovaova
miozolmana
miparitaka
mipetraka
mirefy
misahana
misaraka
miseho
misionera
misokajy
misolo
misongadina
missionary
misy
mitahiry
mitambatra
mitanana
mitandrina
mitarika
mitazona
miteny
miteraka
mitombo
mitondra
mitongilana
mitovy
mitsaha-miova
mitsaha-mitombo
mivady
mivaingana
mivaky
mivantana
mivelona
miverimberina
miverina
mivoaka
mivoatra
mizaka
mizara
mm
mmm
mohamady
momba
mondiale
monima
monina
moninana
moninina
monja
monongo
monétaire
moramanga
morontsirak
morontsiraka
morontsiraky
mosary
mouvement
mozea
mozika
mpahay
mpamatsy
mpamboly
mpamoaka
mpamokatra
mpamorona
mpampiasa
mpanao
mpanaraka
mpanaramaso
mpanatanteraka
mpandatsa-bato
mpandimby
mpandinika
mpandova
mpandraharaha
mpandray
mpanjaka
mpanjakan
mpanjakavavy
mpanjanaka
mpanjanatany
mpanohana
mpanohitra
mpanolotra
mpanolotsaina
mpanorina
mpanorohevitra
mpiady
mpialoha
mpiambina
mpianatra
mpiantoka
mpiara-miombon
mpiavy
mpifidy
mpifindra
mpihaza
mpikaroka
mpiompy
mpiray
mpisava
mpiseho
mpitaky
mpitandro
mpitarika
mpitolona
mpitondra
mpitsara
mpivarotra
mpivoaka
mpohina
mponin
mponina
mwali
môzambika
na
naha
nahafahan
nahafahana
nahafaty
naharinganana
naharitra
nahatonga
nahatongavan
nahatratra
nahazo
nahazoany
nahita
nahitana
nalaina
nalaza
namarana
nambara
nambolena
namboly
namela
nametrahana
nametraka
namibia
namokatra
namono
namorona
namotika
namoy
nampahery
nampalaza
nampandova
nampandrosoin
nampiadina
nampiasa
nampiasaina
nampidirina
nampiditra
nampiharin
nampitombo
nampitovizana
namporisika
nanadio
nanafika
nanafoana
nanaiky
nanakorontana
nanamafy
nanambady
nanamboatra
nanamelohana
nanameloka
nanamora
nanana
nanandrana
nanangana
nanantitrantitra
nanao
nanapaka
nanararaotana
nanatanteraka
nandalo
nandefa
nandika
nandimby
nandoa
nandrara
nandray
nandresen
nandresy
nandridra
nandriry
nandritra
nandritry
naneho
naneken
nanelanelan
nanerana
nanery
naniry
nanitatra
nanjaka
nanjanaka
nanjary
nankahala
nanoherana
nanohitra
nanohy
nanokatra
nanoloana
nanomboka
nanome
nanondroana
nanongana
nanorina
nanosika
nanritra
nantsoina
naongan
naorin
naorina
napetraka
napetraky
narahana
nasika
nasiônalisma
nasiônalista
natanjaka
natao
nataon
nataony
nateraky
national
nationale
natokana
natomboka
natsangana
nature
navelan
naverina
navoakan
nefa
neken
nentim-paharazana
nentin
nentin-drazan
nesorina
nety
ngeza
niaina
niakatra
nialoha
niampanga
niampita
nianatra
niandohana
niangana
niankina
niaraka
niarina
niaty
niaverina
niavian
niaviana
niditra
niezaka
nifanaraka
nifandimby
nifandray
nifidy
nifindra
nifintina
niforona
nihafeno
nihamarefo
nihanatanjaka
niharan
niharatsy
niisa
niitatra
nijaly
nikarakara
nikela
nikendry
nilamina
nilaozana
nilatsaka
nilefitra
niloticus
nindrana
niorim-ponenana
niorina
niova
niparitaka
nipetraka
nipoaka
nipoitra
nirodana
nisaraka
nisian
nisoloan
nisondrotra
nisy
nitanisa
nitarika
niteraka
nitifitra
nitokana
nitombo
nitondra
nitoviany
nitranga
nitsangana
nitsikera
nivadihan
nivadika
niverina
nizara
nizera
nizeria
no
nofidin
nofidina
nofo
nogasiana
noharina
nohatsaraina
noheverina
noho
nolaniana
nolavina
nolazain
nomen
nomena
nonenana
nono
noraisina
norbert
noroahin
nosin
nosin-tanin
nosokafana
nosoniavin
nosoratana
nosy
notarihin
notendren
notendrena
notohanan
notombanana
notrandrahana
novaina
novambra
novinavinaina
novonoina
nozaraina
ntaolo
ny
nyh
nzwani
nôvambra
ody
of
ofana
ofisialy
oganda
oh
ohabolana
oharina
ohatra
olana
olom-pirenena
olomasin
olombelona
olon
olon-dehibe
olon-tsotra
olona
omby
onenan
onenany
ong
onilahy
onin
ony
ora
orana
org
orimbatom-pihavanan
orimbaton
orina
orinasa
orinasam-panjakana
osy
otronin
outre-mer
ovy
paikady
paikam-piovam-pitantaranam-panjakana
pakistaney
pangalana
paraky
parti
pasifika
pasitera
pdm
perezii
peroa
peroviana
peru
però
phaethon
philibert
pib
picm
piura
plan
poizina
polisim-pirenena
polisy
politika
politikan
politique
pour
praiminisitra
praiministra
prezida
priminisitra
prinsipe
printsy
prôtektôrata
prôtestanta
prôtô-malay-pôlinezianina
psd
pterois
pôlitika
pôlitikam-panavaozana
pôlitikam-piarahamonin
pôlitikan
pôrtogey
rabemananjara
races
radama
rafandrana
rafi-dalàna
rafi-pampianarana
rafitra
rafohy
raha
rahalahiny
raharaham-bahiny
raharaham-barotra
raharaham-pirenena
raharahan
rahateo
rahatrizay
rainilaiarivony
rainivoninahitriniony
raitra
rajaonarimampianina
rajoelina
raki-tsoratra
rakibolana
rakotra
ralaimongo
ramanantsoa
ranavalona
rangita
rano
ranomasimbe
ranomasina
ranon
raseta
rasoherina
rassemblement
ratsimandrava
ratsirahonana
ratsiraka
rava
ravahina
ravalomanana
ravelojoana
ravenala
ravinala
ravoahangy
razafimahaleo
razambe
razamben
razambeny
razana
reconstruction
recyclage
regia
rehefa
rehetra
renala
reniala
renirano
reniranon
renivohi-pirenena
renivohiny
renivohitra
renivola
reny
repoblika
repoblikan
resaka
resin
resy
revolisiona
rhinobatidae
riandrano
richard
rihana
rio
ririnina
rivodoza
rivotra
roa
roanda
robert
robinson
rohy
rongony
rotaky
rotsak
rouge
rovan
rpsd
rubricauda
rénovation
réunion
sady
safidy
sahanin
sahara
saharaoy
sahona
saika
saingy
sakafo
sakalava
sakalavan
sakaleona
sakana
sakany
sakaraha
sakay
sakelika
salan
salan-kaavon
salegy
sambirano
sambo
samihafa
sampan-draharaham-panjakana
sampan-draharaham-pitsarana
sampana
samy
sandam-bola
sanskrity
saobakaka
saonjo
sarangam-piarahamonina
sarangan
sary
sasany
sata
satria
satro-boninahitry
sava
sazy
saô
seha-pihariana
sehatra
sehatry
seho
seisely
sekoly
sendikà
senegaly
septambra
seranam-piaramanidina
seranan-tsambo
seranan-tsambon
sesitany
setrin
siansa
siera
sihanaka
siita
sikidy
silamo
simban
simika
sina
singa
singan-kolontsaina
singaporo
sinoa
sira
siramamy
sisa
sisintany
sivily
sns
soanierana-ivongo
soatoavina
soavinandriana
soazilandy
social-démocrate
social-démocratie
sociale
society
sodina
sodàna
sofia
sokajin-dahabolana
sokajy
sokay
sokodrevo
solika
solitany
solom-paneva
solombavam-bahoaka
solombavambahoaka
solon
solontena
solontenany
somary
sompitry
sonia
sorabe
soratra
soutien
statistika
stegostoma
suarez
suling
sur
sy
symozilmana
synanceia
sánchez
sômalia
sômalilandy
sôsialista
sôsialista-marksista
sôsialy
tafahoatra
tafapetraka
tafaverina
tafiditra
tafika
tafondro
tagalôga
tahaka
tahan
tahirim-bola
taika
tailandy
taiwan
takalon
tal
taloha
talohan
talohan-tantara
tam-pahatongavana
tamatave
tamba-nosin
tambajotra
tambajotram-pifandraisana
tambanosy
tambazotran-dalana
tamin
tamina
tamingana
tampoketsa
tampon-kavoana
tana
tanala
tanan-dehibe
tanana
tanaty
tandapa
tandavan-tendrombohitr
tandindomin-doza
tandroy
tangena
tangorom-bohitra
tangoron-tendrombohitra
tanim-pirenena
tanimena
tanin
tanindrazana
tanjon
tanjona
tanjony
tankarana
tanora
tanosy
tantara
tantaran
tantaro
tantarom-panjakana
tantera-kazavana
tanteraka
tantra
tantsambo
tany
tanzania
tanàn-dehibe
tanàn-dehiben
tanàna
tanànan
tao
taolan
taomplo
taompolo
taona
taonina
taonjato
taor
taorian
taozava-baventy
taozavatra
tapaka
tapaky
tapany
tapitrisa
tara
taranak
taranaka
taranany
taranja
taratasy
tarehimarika
taretra
tarihin
tarika
tatitra
tatsimo-atsinanan
tatsinanana
taty
tau
tau-ulu
taurus
tavy
tazomoka
tefasy
teknôlôjia
telo
telopolo
tena
tenany
tendro
tendrombohitr
tendrombohitra
tendron
tenenina
tenin
teny
teo
teratany
territoire
tery
tesaka
tetezamita
teti-bola
tetikasam-panjakana
teto
tgv
the
tia
tiako
tiana
tim
toa
toamasina
tody
toe-java-nitranga
toe-javatra
toe-karena
toejavatra
toekarem-pirenena
toekaren
toekarena
toekarenan
toeram-pivarotana
toeran-kafa
toerana
toerany
toetany
toetrandro
toetrany
tohi-drivodozan
tokoa
tokonam-pahantrana
tokony
tolagnaro
toliara
tolo-dalàna
tolom-bahoaka
tolom-panafahana
tolon
tombana
tombanana
tombontsoan
tompon
tondero
tondraka
tonga
tongalafatra
tonizia
tononkalo
tontalin
tontolo
tontolon
torohay
toy
trandrahana
tranga
tranombarotra
tranomboky
tranon
tranonkala
tratra
trichotis
trondro
trôpikaly
tsady
tsangambato
tsara
tsaramaso
tsaratanana
tsena
tsia
tsidiala
tsidika
tsidy
tsifankasitrahana
tsikelikely
tsilo
tsimahafotsy
tsimiamboholahy
tsimihety
tsindraindray
tsirairay
tsiranana
tsitsihy
tso-bolo
tsy
tànana
tôgô
tôme
tônga
udsm
uicn
ulu
undd
union
va
va-waka
va-yimba
vadin-dradama
vady
vafaritry
vahiny
vahoaka
vahoakan
vakinankaratra
vakisaova
valiha
valin
valo
vangaindrano
vanim-potoana
vanimpotoana
vanja
vao
vaomiera
vaovao
varahina
varo-maizina
varotra
vary
vatam-piarovana
vato
vatolahy
vatolatsaka
vatomandry
vatosoa
vatovavy
vavolombelon
vavolombelona
vavy
vazaha
vazimba
vehivavy
velaran
velaran-tany
velarana
velona
venty
verrucosa
vetivety
vezo
viceroyalty
vintana
vita
vitsivitsy
vitsy
voadio
voafaritry
voafetra
voafidy
voaheloka
voalaza
voalazan
voalohan
voalohandohan
voalohandohany
voalohany
voambolan
voambolana
voaniho
voanjo
voankazo
voarakitra
voarara
voaringana
voasazy
voasokajy
voatantana
voatendry
voatery
voatolotra
voatonona
voavolavolan
voay
voazanaky
vofidin
vohimainty
vohimarina
vohipeno
vohon
vohon-tany
vohontanin
vohémar
vokatr
vokatra
vokatry
vola
volan
volana
volavolan-dalàna
volena
volitans
voly
vomanga
vondon
vondro-miaramila
vondrom-poko
vondron
vondrona
vonizongo
vonjimaika
vonona
vorona
vvs
vy
waka
wayback
wikisource
wikivoyage
world
yimba
zafimaniry
zafindraony
zafisoro
zafy
zaha
zambia
zana-dralambo
zana-karazana
zana-pokon
zanahary
zanak
zanany
zanatany
zandarimaria
zara
zava-boatonona
zava-madinika
zava-maniry
zava-misy
zava-niseho
zava-nitranga
zavaboary
zavakanto
zavamananaina
zavamaneno
zavamaniry
zavatra
zaza
zazalahy
zelandy
zimbaboe
zo
zom-pirenena
zomandao
zon
zone
île
ôfisialin
ôfisialy
ôktôbra
ôrizinaly
ôrkidea
ôrtôdôksa
ôseania
